bookingID,Label
423,Safe
424,Safe
425,Not safe
426,Safe
427,Safe
428,Safe
429,Safe
430,Safe
431,Safe
432,Safe
433,Safe
434,Safe
435,Safe
436,Safe
437,Safe
438,Not safe
439,Safe
440,Safe
441,Not safe
442,Safe
443,Safe
444,Safe
445,Safe
446,Safe
447,Not safe
448,Safe
449,Safe
450,Safe
451,Not safe
452,Safe
453,Not safe
454,Safe
455,Safe
456,Safe
457,Safe
458,Safe
459,Safe
460,Safe
461,Safe
462,Not safe
463,Safe
464,Safe
465,Safe
466,Safe
467,Safe
468,Safe
469,Not safe
470,Safe
471,Not safe
472,Safe
473,Safe
474,Safe
475,Safe
476,Safe
477,Not safe
478,Safe
479,Safe
480,Safe
481,Not safe
482,Safe
483,Safe
484,Not safe
485,Safe
486,Safe
487,Not safe
488,Not safe
489,Safe
490,Safe
491,Safe
492,Safe
493,Safe
494,Not safe
495,Not safe
496,Safe
497,Safe
498,Safe
499,Safe
500,Safe
501,Safe
502,Safe
503,Safe
504,Safe
505,Safe
506,Safe
507,Safe
508,Safe
509,Not safe
510,Safe
511,Safe
512,Safe
513,Safe
514,Safe
515,Safe
516,Safe
517,Safe
518,Not safe
519,Safe
520,Safe
521,Safe
522,Not safe
523,Safe
524,Not safe
525,Safe
526,Safe
527,Safe
528,Safe
529,Safe
530,Safe
531,Not safe
532,Safe
533,Safe
534,Safe
535,Not safe
536,Safe
537,Safe
538,Safe
539,Not safe
540,Safe
541,Not safe
542,Not safe
543,Safe
544,Safe
545,Safe
546,Safe
547,Not safe
548,Safe
549,Safe
550,Safe
551,Safe
552,Safe
553,Safe
554,Not safe
555,Safe
556,Safe
557,Safe
558,Safe
559,Safe
560,Safe
561,Safe
562,Safe
563,Safe
564,Safe
565,Safe
566,Safe
567,Safe
568,Not safe
569,Safe
570,Safe
571,Safe
572,Safe
573,Not safe
574,Safe
575,Safe
576,Safe
577,Safe
578,Safe
579,Safe
580,Safe
581,Safe
582,Safe
583,Safe
584,Safe
585,Safe
586,Not safe
587,Safe
588,Safe
589,Safe
590,Safe
591,Safe
592,Safe
593,Not safe
594,Safe
595,Safe
596,Safe
597,Not safe
598,Safe
599,Safe
600,Safe
601,Safe
602,Safe
603,Safe
604,Safe
605,Safe
606,Safe
607,Not safe
608,Safe
609,Safe
610,Safe
611,Not safe
612,Safe
613,Safe
614,Safe
615,Not safe
616,Safe
617,Safe
618,Safe
619,Safe
620,Safe
621,Safe
622,Safe
623,Safe
624,Safe
625,Safe
626,Safe
627,Safe
628,Safe
629,Safe
630,Safe
631,Not safe
632,Safe
633,Safe
634,Not safe
635,Safe
636,Safe
637,Safe
638,Safe
639,Safe
640,Safe
641,Safe
642,Safe
643,Safe
644,Safe
645,Safe
646,Safe
647,Safe
648,Not safe
649,Safe
650,Safe
651,Safe
652,Safe
653,Safe
654,Safe
655,Not safe
656,Not safe
657,Safe
658,Not safe
659,Safe
660,Not safe
661,Safe
662,Safe
663,Safe
664,Safe
665,Safe
666,Safe
667,Safe
668,Safe
669,Safe
670,Safe
671,Safe
672,Safe
673,Safe
674,Safe
675,Safe
676,Safe
677,Safe
678,Safe
679,Safe
680,Safe
681,Safe
682,Safe
683,Safe
684,Safe
685,Safe
686,Safe
687,Safe
688,Safe
689,Safe
690,Safe
691,Safe
692,Safe
693,Safe
694,Safe
695,Safe
696,Safe
697,Safe
698,Safe
699,Safe
700,Safe
701,Safe
702,Safe
703,Safe
704,Safe
705,Safe
706,Safe
707,Safe
708,Safe
709,Safe
710,Safe
711,Safe
712,Safe
713,Safe
714,Safe
715,Safe
716,Safe
717,Safe
718,Safe
719,Safe
720,Not safe
721,Safe
722,Not safe
723,Safe
724,Safe
725,Safe
726,Safe
727,Safe
728,Safe
729,Safe
730,Safe
731,Safe
732,Safe
733,Safe
734,Safe
735,Safe
736,Safe
737,Not safe
738,Not safe
739,Safe
740,Safe
741,Not safe
742,Safe
743,Safe
744,Safe
745,Not safe
746,Safe
747,Not safe
748,Safe
749,Not safe
750,Safe
751,Not safe
752,Safe
753,Safe
754,Safe
755,Safe
756,Safe
757,Safe
758,Safe
759,Safe
760,Safe
761,Safe
762,Safe
763,Not safe
764,Safe
765,Safe
766,Safe
767,Safe
768,Safe
769,Safe
770,Not safe
771,Safe
772,Safe
773,Not safe
774,Safe
775,Not safe
776,Safe
777,Safe
778,Safe
779,Safe
780,Safe
781,Safe
782,Not safe
783,Safe
784,Safe
785,Safe
786,Safe
787,Safe
788,Safe
789,Safe
790,Not safe
791,Safe
792,Safe
793,Not safe
794,Safe
795,Safe
796,Safe
797,Safe
798,Safe
799,Safe
800,Safe
801,Safe
802,Safe
803,Safe
804,Safe
805,Safe
806,Safe
807,Safe
808,Safe
809,Safe
810,Safe
811,Safe
812,Safe
813,Safe
814,Not safe
815,Safe
816,Not safe
817,Safe
818,Safe
819,Safe
820,Not safe
821,Safe
822,Safe
823,Safe
824,Safe
825,Safe
826,Safe
827,Safe
828,Safe
829,Safe
830,Not safe
831,Safe
832,Safe
833,Safe
834,Not safe
835,Safe
836,Safe
837,Safe
838,Safe
839,Not safe
840,Safe
841,Not safe
842,Safe
843,Not safe
844,Safe
845,Safe
846,Safe
847,Safe
848,Safe
849,Safe
850,Safe
851,Safe
852,Safe
853,Not safe
854,Safe
855,Safe
856,Safe
857,Safe
858,Safe
859,Safe
860,Safe
861,Safe
862,Not safe
863,Safe
864,Safe
865,Safe
866,Safe
867,Safe
868,Safe
869,Safe
870,Safe
871,Safe
872,Safe
873,Not safe
874,Safe
875,Safe
876,Safe
877,Safe
878,Safe
879,Safe
880,Safe
881,Safe
882,Safe
883,Safe
884,Safe
885,Safe
886,Not safe
887,Safe
888,Safe
889,Safe
890,Safe
891,Safe
892,Safe
893,Safe
894,Safe
895,Safe
896,Safe
897,Safe
898,Safe
899,Safe
900,Safe
901,Safe
902,Safe
903,Safe
904,Safe
905,Safe
906,Not safe
907,Safe
908,Safe
909,Safe
910,Safe
911,Safe
912,Safe
913,Safe
914,Not safe
915,Safe
916,Safe
917,Not safe
918,Safe
919,Safe
920,Safe
921,Safe
922,Safe
923,Safe
924,Safe
925,Safe
926,Not safe
927,Safe
928,Safe
929,Safe
930,Not safe
931,Safe
932,Safe
933,Safe
934,Safe
935,Not safe
936,Safe
937,Not safe
938,Safe
939,Safe
940,Not safe
941,Not safe
942,Safe
943,Not safe
944,Safe
945,Safe
946,Safe
947,Safe
948,Not safe
949,Safe
950,Not safe
951,Safe
952,Safe
953,Not safe
954,Not safe
955,Safe
956,Not safe
957,Safe
958,Not safe
959,Not safe
960,Safe
961,Safe
962,Safe
963,Safe
964,Safe
965,Safe
966,Not safe
967,Safe
968,Safe
969,Safe
970,Safe
971,Safe
972,Safe
973,Safe
974,Safe
975,Safe
976,Not safe
977,Safe
978,Safe
979,Safe
980,Safe
981,Safe
982,Safe
983,Safe
984,Safe
985,Safe
986,Not safe
987,Safe
988,Safe
989,Not safe
990,Safe
991,Safe
992,Not safe
993,Not safe
994,Safe
995,Safe
996,Safe
997,Not safe
998,Safe
999,Safe
1000,Safe
1001,Safe
1002,Safe
1003,Safe
1004,Not safe
1005,Safe
1006,Safe
1007,Safe
1008,Safe
1009,Safe
1010,Safe
1011,Safe
1012,Safe
1013,Safe
1014,Safe
1015,Safe
1016,Safe
1017,Safe
1018,Safe
1019,Safe
1020,Not safe
1021,Not safe
1022,Safe
1023,Safe
1024,Not safe
1025,Not safe
1026,Safe
1027,Not safe
1028,Safe
1029,Safe
1030,Safe
1031,Safe
1032,Safe
1033,Safe
1034,Safe
1035,Safe
1036,Safe
1037,Not safe
1038,Safe
1039,Safe
1040,Safe
1041,Safe
1042,Safe
1043,Safe
1044,Not safe
1045,Safe
1046,Safe
1047,Safe
1048,Safe
1049,Safe
1050,Safe
1051,Safe
1052,Not safe
1053,Safe
1054,Not safe
1055,Safe
1056,Not safe
1057,Safe
1058,Safe
1059,Safe
1060,Not safe
1061,Not safe
1062,Safe
1063,Safe
1064,Safe
1065,Safe
1066,Not safe
1067,Safe
1068,Safe
1069,Not safe
1070,Safe
1071,Not safe
1072,Not safe
1073,Safe
1074,Safe
1075,Not safe
1076,Not safe
1077,Safe
1078,Safe
1079,Safe
1080,Safe
1081,Safe
1082,Safe
1083,Safe
1084,Safe
1085,Not safe
1086,Safe
1087,Safe
1088,Safe
1089,Safe
1090,Safe
1091,Safe
1092,Not safe
1093,Not safe
1094,Safe
1095,Safe
1096,Safe
1097,Not safe
1098,Not safe
1099,Safe
1100,Safe
1101,Safe
1102,Not safe
1103,Safe
1104,Safe
1105,Safe
1106,Safe
1107,Safe
1108,Safe
1109,Safe
1110,Not safe
1111,Safe
1112,Safe
1113,Safe
1114,Safe
1115,Safe
1116,Not safe
1117,Not safe
1118,Not safe
1119,Safe
1120,Safe
1121,Safe
1122,Safe
1123,Safe
1124,Safe
1125,Safe
1126,Safe
1127,Not safe
1128,Safe
1129,Not safe
1130,Safe
1131,Safe
1132,Safe
1133,Safe
1134,Safe
1135,Safe
1136,Not safe
1137,Safe
1138,Safe
1139,Safe
1140,Safe
1141,Not safe
1142,Safe
1143,Safe
1144,Safe
1145,Safe
1146,Safe
1147,Safe
1148,Safe
1149,Safe
1150,Safe
1151,Safe
1152,Safe
1153,Safe
1154,Safe
1155,Safe
1156,Safe
1157,Not safe
1158,Safe
1159,Safe
1160,Not safe
1161,Safe
1162,Safe
1163,Safe
1164,Safe
1165,Not safe
1166,Safe
1167,Safe
1168,Not safe
1169,Safe
1170,Not safe
1171,Safe
1172,Not safe
1173,Not safe
1174,Safe
1175,Safe
1176,Not safe
1177,Safe
1178,Safe
1179,Safe
1180,Not safe
1181,Safe
1182,Safe
1183,Safe
1184,Safe
1185,Safe
1186,Safe
1187,Not safe
1188,Safe
1189,Safe
1190,Not safe
1191,Safe
1192,Safe
1193,Safe
1194,Safe
1195,Safe
1196,Safe
1197,Safe
1198,Not safe
1199,Safe
1200,Not safe
1201,Not safe
1202,Safe
1203,Safe
1204,Safe
1205,Safe
1206,Not safe
1207,Safe
1208,Safe
1209,Safe
1210,Safe
1211,Safe
1212,Safe
1213,Safe
1214,Safe
1215,Safe
1216,Safe
1217,Safe
1218,Safe
1219,Safe
1220,Safe
1221,Safe
1222,Safe
1223,Safe
1224,Safe
1225,Safe
1226,Safe
1227,Safe
1228,Safe
1229,Safe
1230,Safe
1231,Safe
1232,Safe
1233,Safe
1234,Not safe
1235,Safe
1236,Safe
1237,Safe
1238,Safe
1239,Safe
1240,Not safe
1241,Safe
1242,Safe
1243,Safe
1244,Safe
1245,Safe
1246,Safe
1247,Safe
1248,Safe
1249,Safe
1250,Safe
1251,Safe
1252,Safe
1253,Safe
1254,Safe
1255,Safe
1256,Safe
1257,Safe
1258,Safe
1259,Not safe
1260,Safe
1261,Safe
1262,Safe
1263,Safe
1264,Safe
1265,Safe
1266,Safe
1267,Safe
1268,Safe
1269,Safe
1270,Safe
1271,Safe
1272,Safe
1273,Safe
1274,Not safe
1275,Safe
1276,Safe
1277,Safe
1278,Safe
1279,Safe
1280,Safe
1281,Safe
1282,Safe
1283,Safe
1284,Safe
1285,Safe
1286,Safe
1287,Not safe
1288,Not safe
1289,Safe
1290,Safe
1291,Safe
1292,Safe
1293,Safe
1294,Safe
1295,Safe
1296,Safe
1297,Safe
1298,Safe
1299,Safe
1300,Safe
1301,Safe
1302,Safe
1303,Safe
1304,Safe
1305,Safe
1306,Safe
1307,Safe
1308,Safe
1309,Safe
1310,Safe
1311,Safe
1312,Safe
1313,Safe
1314,Safe
1315,Not safe
1316,Not safe
1317,Safe
1318,Safe
1319,Safe
1320,Safe
1321,Safe
1322,Safe
1323,Safe
1324,Safe
1325,Safe
1326,Safe
1327,Safe
1328,Safe
1329,Safe
1330,Safe
1331,Safe
1332,Safe
1333,Safe
1334,Safe
1335,Not safe
1336,Safe
1337,Safe
1338,Safe
1339,Safe
1340,Safe
1341,Not safe
1342,Not safe
1343,Safe
1344,Not safe
1345,Safe
1346,Not safe
1347,Safe
1348,Safe
1349,Safe
1350,Safe
1351,Safe
1352,Safe
1353,Safe
1354,Safe
1355,Safe
1356,Safe
1357,Safe
1358,Safe
1359,Safe
1360,Safe
1361,Safe
1362,Not safe
1363,Safe
1364,Safe
1365,Safe
1366,Safe
1367,Safe
1368,Not safe
1369,Safe
1370,Safe
1371,Safe
1372,Safe
1373,Safe
1374,Safe
1375,Safe
1376,Not safe
1377,Safe
1378,Safe
1379,Safe
1380,Safe
1381,Safe
1382,Safe
1383,Safe
1384,Not safe
1385,Not safe
1386,Safe
1387,Safe
1388,Not safe
1389,Safe
1390,Not safe
1391,Not safe
1392,Not safe
1393,Safe
1394,Safe
1395,Safe
1396,Safe
1397,Safe
1398,Safe
1399,Safe
1400,Not safe
1401,Safe
1402,Safe
1403,Safe
1404,Safe
1405,Safe
1406,Safe
1407,Safe
1408,Safe
1409,Safe
1410,Safe
1411,Not safe
1412,Safe
1413,Not safe
1414,Safe
1415,Safe
1416,Safe
1417,Safe
1418,Not safe
1419,Safe
1420,Safe
1421,Safe
1422,Safe
1423,Safe
1424,Safe
1425,Safe
1426,Safe
1427,Safe
1428,Safe
1429,Safe
1430,Not safe
1431,Safe
1432,Safe
1433,Safe
1434,Safe
1435,Safe
1436,Safe
1437,Not safe
1438,Safe
1439,Safe
1440,Safe
1441,Safe
1442,Safe
1443,Safe
1444,Safe
1445,Safe
1446,Safe
1447,Safe
1448,Safe
1449,Safe
1450,Safe
1451,Safe
1452,Safe
1453,Safe
1454,Safe
1455,Safe
1456,Not safe
1457,Safe
1458,Not safe
1459,Safe
1460,Not safe
1461,Safe
1462,Safe
1463,Safe
1464,Safe
1465,Safe
1466,Safe
1467,Safe
1468,Safe
1469,Safe
1470,Safe
1471,Not safe
1472,Safe
1473,Safe
1474,Safe
1475,Safe
1476,Safe
1477,Safe
1478,Safe
1479,Safe
1480,Safe
1481,Safe
1482,Safe
1483,Safe
1484,Not safe
1485,Safe
1486,Safe
1487,Safe
1488,Safe
1489,Not safe
1490,Safe
1491,Safe
1492,Safe
1493,Not safe
1494,Safe
1495,Safe
1496,Safe
1497,Safe
1498,Safe
1499,Not safe
1500,Safe
1501,Not safe
1502,Safe
1503,Safe
1504,Safe
1505,Not safe
1506,Safe
1507,Safe
1508,Safe
1509,Not safe
1510,Safe
1511,Safe
1512,Safe
1513,Safe
1514,Not safe
1515,Safe
1516,Not safe
1517,Safe
1518,Safe
1519,Safe
1520,Not safe
1521,Safe
1522,Safe
1523,Not safe
1524,Safe
1525,Not safe
1526,Safe
1527,Safe
1528,Safe
1529,Safe
1530,Safe
1531,Not safe
1532,Safe
1533,Safe
1534,Not safe
1535,Not safe
1536,Safe
1537,Not safe
1538,Safe
1539,Safe
1540,Safe
1541,Not safe
1542,Safe
1543,Safe
1544,Safe
1545,Safe
1546,Safe
1547,Safe
1548,Safe
1549,Safe
1550,Not safe
1551,Safe
1552,Safe
1553,Not safe
1554,Safe
1555,Safe
1556,Safe
1557,Safe
1558,Safe
1559,Safe
1560,Safe
1561,Safe
1562,Not safe
1563,Safe
1564,Safe
1565,Safe
1566,Safe
1567,Safe
1568,Safe
1569,Safe
1570,Safe
1571,Safe
1572,Safe
1573,Safe
1574,Safe
1575,Safe
1576,Safe
1577,Safe
1578,Safe
1579,Safe
1580,Safe
1581,Safe
1582,Not safe
1583,Safe
1584,Safe
1585,Not safe
1586,Safe
1587,Safe
1588,Safe
1589,Safe
1590,Safe
1591,Safe
1592,Safe
1593,Safe
1594,Not safe
1595,Safe
1596,Not safe
1597,Safe
1598,Safe
1599,Not safe
1600,Safe
1601,Safe
1602,Safe
1603,Not safe
1604,Safe
1605,Safe
1606,Safe
1607,Safe
1608,Safe
1609,Safe
1610,Safe
1611,Safe
1612,Not safe
1613,Not safe
1614,Not safe
1615,Safe
1616,Safe
1617,Safe
1618,Not safe
1619,Safe
1620,Not safe
1621,Safe
1622,Safe
1623,Safe
1624,Safe
1625,Safe
1626,Not safe
1627,Safe
1628,Safe
1629,Not safe
1630,Not safe
1631,Safe
1632,Safe
1633,Safe
1634,Safe
1635,Safe
1636,Safe
1637,Safe
1638,Not safe
1639,Safe
1640,Safe
1641,Not safe
1642,Safe
1643,Safe
1644,Safe
1645,Safe
1646,Safe
1647,Safe
1648,Not safe
1649,Safe
1650,Safe
1651,Safe
1652,Not safe
1653,Safe
1654,Safe
1655,Not safe
1656,Safe
1657,Safe
1658,Not safe
1659,Safe
1660,Safe
1661,Not safe
1662,Safe
1663,Not safe
1664,Safe
1665,Not safe
1666,Safe
1667,Safe
1668,Safe
1669,Safe
1670,Safe
1671,Safe
1672,Safe
1673,Safe
1674,Safe
1675,Safe
1676,Safe
1677,Not safe
1678,Safe
1679,Safe
1680,Safe
1681,Safe
1682,Safe
1683,Safe
1684,Safe
1685,Safe
1686,Safe
1687,Safe
1688,Safe
1689,Safe
1690,Safe
1691,Not safe
1692,Safe
1693,Safe
1694,Safe
1695,Not safe
1696,Safe
1697,Safe
1698,Safe
1699,Safe
1700,Safe
1701,Safe
1702,Safe
1703,Safe
1704,Safe
1705,Safe
1706,Safe
1707,Safe
1708,Safe
1709,Safe
1710,Safe
1711,Safe
1712,Safe
1713,Safe
1714,Safe
1715,Safe
1716,Safe
1717,Safe
1718,Safe
1719,Safe
1720,Safe
1721,Safe
1722,Safe
1723,Safe
1724,Safe
1725,Safe
1726,Safe
1727,Safe
1728,Safe
1729,Safe
1730,Safe
1731,Safe
1732,Safe
1733,Safe
1734,Safe
1735,Safe
1736,Safe
1737,Safe
1738,Safe
1739,Safe
1740,Safe
1741,Safe
1742,Safe
1743,Safe
1744,Safe
1745,Safe
1746,Safe
1747,Safe
1748,Safe
1749,Safe
1750,Safe
1751,Safe
1752,Safe
1753,Not safe
1754,Safe
1755,Safe
1756,Safe
1757,Safe
1758,Safe
1759,Safe
1760,Safe
1761,Safe
1762,Safe
1763,Safe
1764,Safe
1765,Safe
1766,Safe
1767,Safe
1768,Safe
1769,Safe
1770,Safe
1771,Safe
1772,Safe
1773,Safe
1774,Not safe
1775,Safe
1776,Safe
1777,Safe
1778,Safe
1779,Safe
1780,Safe
1781,Safe
1782,Safe
1783,Safe
1784,Safe
1785,Safe
1786,Safe
1787,Safe
1788,Safe
1789,Safe
1790,Safe
1791,Safe
1792,Safe
1793,Safe
1794,Safe
1795,Safe
1796,Safe
1797,Safe
1798,Safe
1799,Safe
1800,Safe
1801,Safe
1802,Safe
1803,Safe
1804,Safe
1805,Safe
1806,Safe
1807,Safe
1808,Safe
1809,Safe
1810,Safe
1811,Safe
1812,Safe
1813,Safe
1814,Safe
1815,Safe
1816,Safe
1817,Safe
1818,Safe
1819,Safe
1820,Safe
1821,Safe
1822,Safe
1823,Safe
1824,Safe
1825,Safe
1826,Safe
1827,Safe
1828,Safe
1829,Safe
1830,Safe
1831,Safe
1832,Not safe
1833,Safe
1834,Not safe
1835,Not safe
1836,Safe
1837,Safe
1838,Not safe
1839,Safe
1840,Safe
1841,Safe
1842,Not safe
1843,Safe
1844,Safe
1845,Safe
1846,Safe
1847,Safe
1848,Safe
1849,Safe
1850,Safe
1851,Safe
1852,Safe
1853,Safe
1854,Safe
1855,Safe
1856,Safe
1857,Safe
1858,Safe
1859,Safe
1860,Safe
1861,Not safe
1862,Safe
1863,Safe
1864,Safe
1865,Safe
1866,Safe
1867,Safe
1868,Safe
1869,Safe
1870,Safe
1871,Safe
1872,Safe
1873,Safe
1874,Safe
1875,Safe
1876,Safe
1877,Safe
1878,Safe
1879,Safe
1880,Safe
1881,Safe
1882,Safe
1883,Safe
1884,Not safe
1885,Safe
1886,Safe
1887,Safe
1888,Safe
1889,Not safe
1890,Safe
1891,Safe
1892,Safe
1893,Not safe
1894,Safe
1895,Not safe
1896,Safe
1897,Not safe
1898,Safe
1899,Safe
1900,Safe
1901,Not safe
1902,Safe
1903,Safe
1904,Safe
1905,Not safe
1906,Safe
1907,Safe
1908,Not safe
1909,Not safe
1910,Safe
1911,Safe
1912,Safe
1913,Safe
1914,Safe
1915,Safe
1916,Safe
1917,Safe
1918,Not safe
1919,Not safe
1920,Safe
1921,Safe
1922,Safe
1923,Safe
1924,Safe
1925,Safe
1926,Safe
1927,Safe
1928,Safe
1929,Safe
1930,Safe
1931,Safe
1932,Safe
1933,Safe
1934,Safe
1935,Safe
1936,Safe
1937,Safe
1938,Safe
1939,Not safe
1940,Safe
1941,Safe
1942,Not safe
1943,Safe
1944,Safe
1945,Safe
1946,Not safe
1947,Safe
1948,Not safe
1949,Safe
1950,Safe
1951,Safe
1952,Not safe
1953,Not safe
1954,Safe
1955,Safe
1956,Safe
1957,Safe
1958,Safe
1959,Not safe
1960,Safe
1961,Safe
1962,Safe
1963,Safe
1964,Safe
1965,Safe
1966,Safe
1967,Safe
1968,Safe
1969,Safe
1970,Safe
1971,Safe
1972,Not safe
1973,Safe
1974,Safe
1975,Safe
1976,Safe
1977,Safe
1978,Safe
1979,Safe
1980,Safe
1981,Safe
1982,Safe
1983,Safe
1984,Not safe
1985,Safe
1986,Not safe
1987,Safe
1988,Safe
1989,Safe
1990,Safe
1991,Not safe
1992,Safe
1993,Safe
1994,Not safe
1995,Not safe
1996,Safe
1997,Safe
1998,Safe
1999,Safe
2000,Safe
2001,Safe
2002,Safe
2003,Safe
2004,Safe
2005,Not safe
2006,Safe
2007,Safe
2008,Safe
2009,Safe
2010,Safe
2011,Safe
2012,Safe
2013,Safe
2014,Safe
2015,Safe
2016,Safe
2017,Safe
2018,Safe
2019,Safe
2020,Safe
2021,Safe
2022,Safe
2023,Safe
2024,Safe
2025,Not safe
2026,Safe
2027,Safe
2028,Safe
2029,Safe
2030,Safe
2031,Safe
2032,Safe
2033,Safe
2034,Safe
2035,Safe
2036,Not safe
2037,Safe
2038,Safe
2039,Safe
2040,Safe
2041,Safe
2042,Safe
2043,Safe
2044,Safe
2045,Safe
2046,Safe
2047,Not safe
2048,Safe
2049,Safe
2050,Safe
2051,Safe
2052,Safe
2053,Not safe
2054,Safe
2055,Not safe
2056,Not safe
2057,Safe
2058,Safe
2059,Safe
2060,Not safe
2061,Safe
2062,Safe
2063,Safe
2064,Safe
2065,Safe
2066,Safe
2067,Safe
2068,Safe
2069,Not safe
2070,Safe
2071,Not safe
2072,Not safe
2073,Safe
2074,Safe
2075,Safe
2076,Safe
2077,Safe
2078,Safe
2079,Safe
2080,Safe
2081,Safe
2082,Safe
2083,Safe
2084,Safe
2085,Safe
2086,Safe
2087,Safe
2088,Safe
